sample_id,species,region,location,spawn,year,x,y,study,wg.depth,new.id,time,included,period,source
InBA,clupea_harengus,NW-ATL,Canada (Inner Baie Des Chaleurs),spring,2014,-65.85,48.0,Lamichhaney_2017,0.105637,baiedeschaleurs_1,modern,no,,Lamichhaney_2017
InBB,clupea_harengus,NW-ATL,Canada (Inner Baie Des Chaleurs),spring,2014,-65.85,48.0,Lamichhaney_2017,0.031212,baiedeschaleurs_2,modern,no,,Lamichhaney_2017
MB1,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,8.482446,martinezbarrio_1,modern,no,,MartinezBarrio_2016
MB2,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,8.525601,martinezbarrio_2,modern,no,,MartinezBarrio_2016
MB3,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,11.713264,martinezbarrio_3,modern,no,,MartinezBarrio_2016
MB4,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,6.263314,martinezbarrio_4,modern,no,,MartinezBarrio_2016
MB5,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,3.581390,martinezbarrio_5,modern,no,,MartinezBarrio_2016
MB6,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,5.078874,martinezbarrio_6,modern,no,,MartinezBarrio_2016
MB7,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,4.382894,martinezbarrio_7,modern,no,,MartinezBarrio_2016
MB8,clupea_harengus,UNKNOWN,UNKNOWN,UNKNOWN,2013,UNKNOWN,UNKNOWN,MartinezBarrio_2016,4.358514,martinezbarrio_8,modern,no,,MartinezBarrio_2016
MHER001,clupea_harengus,Norway,Karmøy,spring,2002,5.20294,59.30354,Atmore_2022,12.627665,karmoy_1,modern,yes,mh,Atmore_2022
MHER002,clupea_harengus,Norway,Karmøy,spring,2002,5.20294,59.30354,Atmore_2022,6.617230,karmoy_2,modern,yes,mh,Atmore_2022
MHER003,clupea_harengus,Norway,Karmøy,spring,2002,5.20294,59.30354,Atmore_2022,10.484755,karmoy_3,modern,yes,mh,Atmore_2022
MHER005,clupea_harengus,Norway,Møre,spring,2002,7.00714,62.84068,Atmore_2022,5.763099,more_1,modern,yes,mh,Atmore_2022
MHER006,clupea_harengus,Norway,Møre,spring,2002,7.00714,62.84068,Atmore_2022,10.050708,more_2,modern,yes,mh,Atmore_2022
MHER007,clupea_harengus,Norway,Møre,spring,2002,7.00714,62.84068,Atmore_2022,14.861273,more_3,modern,yes,mh,Atmore_2022
MHER008,clupea_harengus,Norway,Møre,spring,2002,7.00714,62.84068,Atmore_2022,10.232833,more_4,modern,yes,mh,Atmore_2022
MHER009,clupea_harengus,Skagerrak_&_Kattegat,Risør,spring,2003,9.23274,58.7203,Atmore_2022,18.001206,risor_1,modern,yes,mh,Atmore_2022
MHER010,clupea_harengus,Skagerrak_&_Kattegat,Risør,spring,2003,9.23274,58.7203,Atmore_2022,13.977349,risor_2,modern,yes,mh,Atmore_2022
MHER011,clupea_harengus,Skagerrak_&_Kattegat,Risør,spring,2003,9.23274,58.7203,Atmore_2022,11.985647,risor_3,modern,yes,mh,Atmore_2022
MHER012,clupea_harengus,Skagerrak_&_Kattegat,Risør,spring,2003,9.23274,58.7203,Atmore_2022,13.061366,risor_4,modern,yes,mh,Atmore_2022
MHER013,clupea_harengus,Skagerrak_&_Kattegat,Måseskär,spring,2003,11.32181,58.09425,Atmore_2022,15.456427,maseskar_1,modern,yes,mh,Atmore_2022
MHER014,clupea_harengus,Skagerrak_&_Kattegat,Måseskär,spring,2003,11.32181,58.09425,Atmore_2022,12.537971,maseskar_2,modern,yes,mh,Atmore_2022
MHER015,clupea_harengus,Skagerrak_&_Kattegat,Måseskär,spring,2003,11.32181,58.09425,Atmore_2022,11.573926,maseskar_3,modern,yes,mh,Atmore_2022
MHER016,clupea_harengus,Bothnia,Kalix,spring,2002,23.30565,65.76593,Atmore_2022,15.346925,kalix_1,modern,yes,mh,Atmore_2022
MHER017,clupea_harengus,Bothnia,Kalix,spring,2002,23.30565,65.76593,Atmore_2022,15.286734,kalix_2,modern,yes,mh,Atmore_2022
MHER018,clupea_harengus,Bothnia,Kalix,spring,2002,23.30565,65.76593,Atmore_2022,13.421454,kalix_3,modern,yes,mh,Atmore_2022
MHER019,clupea_harengus,Baltic,Kalmarsund,spring,2010,16.33068,56.59106,Atmore_2022,10.830396,kalmarsund_1,modern,yes,mh,Atmore_2022
MHER020,clupea_harengus,Baltic,Kalmarsund,spring,2010,16.33068,56.59106,Atmore_2022,10.457843,kalmarsund_2,modern,yes,mh,Atmore_2022
MHER021,clupea_harengus,Baltic,Kalmarsund,spring,2010,16.33068,56.59106,Atmore_2022,18.586982,kalmarsund_3,modern,yes,mh,Atmore_2022
MHER022,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,13.143901,idefjord_1,modern,yes,mh,Atmore_2022
MHER023,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,11.342248,idefjord_2,modern,yes,mh,Atmore_2022
MHER024,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,12.582989,idefjord_3,modern,yes,mh,Atmore_2022
MHER025,clupea_harengus,Baltic,Blekinge,spring,2010,15.33585,56.11257,Atmore_2022,17.551036,blekinge_1,modern,yes,mh,Atmore_2022
MHER026,clupea_harengus,Baltic,Blekinge,spring,2010,15.33585,56.11257,Atmore_2022,13.863332,blekinge_2,modern,yes,mh,Atmore_2022
MHER027,clupea_harengus,Baltic,Blekinge,spring,2010,15.33585,56.11257,Atmore_2022,13.700411,blekinge_3,modern,yes,mh,Atmore_2022
MHER028,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,12.980039,idefjord_4,modern,yes,mh,Atmore_2022
MHER029,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,11.798575,idefjord_5,modern,yes,mh,Atmore_2022
MHER030,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,19.558117,idefjord_6,modern,yes,mh,Atmore_2022
MHER034,clupea_harengus,Skagerrak_&_Kattegat,Måseskär,spring,2003,11.32181,58.09425,Atmore_2022,16.090885,maseskar_4,modern,yes,mh,Atmore_2022
MHER035,clupea_harengus,Skagerrak_&_Kattegat,Måseskär,spring,2003,11.32181,58.09425,Atmore_2022,16.338378,maseskar_5,modern,yes,mh,Atmore_2022
MHER036,clupea_harengus,Skagerrak_&_Kattegat,Måseskär,spring,2003,11.32181,58.09425,Atmore_2022,14.315568,maseskar_6,modern,yes,mh,Atmore_2022
MHER037,clupea_harengus,Skagerrak_&_Kattegat,Måseskär,spring,2003,11.32181,58.09425,Atmore_2022,14.035028,maseskar_7,modern,yes,mh,Atmore_2022
MHER038,clupea_harengus,Skagerrak_&_Kattegat,Risør,spring,2003,9.23274,58.7203,Atmore_2022,14.040622,risor_5,modern,yes,mh,Atmore_2022
MHER039,clupea_harengus,Skagerrak_&_Kattegat,Risør,spring,2003,9.23274,58.7203,Atmore_2022,11.233011,risor_6,modern,yes,mh,Atmore_2022
MHER044,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,17.963588,idefjord_7,modern,yes,mh,Atmore_2022
MHER045,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,14.185182,idefjord_8,modern,yes,mh,Atmore_2022
MHER046,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,18.085933,idefjord_9,modern,yes,mh,Atmore_2022
MHER052,clupea_harengus,Baltic,Kalmarsund,spring,2010,16.33068,56.59106,Atmore_2022,14.866189,kalmarsund_4,modern,yes,mh,Atmore_2022
MHER053,clupea_harengus,Norway,Karmøy,spring,2002,5.20294,59.30354,Atmore_2022,13.046422,karmoy_4,modern,yes,mh,Atmore_2022
MHER054,clupea_harengus,Bothnia,Kalix,spring,2002,23.30565,65.76593,Atmore_2022,16.494953,kalix_4,modern,yes,mh,Atmore_2022
MHER055,clupea_harengus,Bothnia,Kalix,spring,2002,23.30565,65.76593,Atmore_2022,15.857486,kalix_5,modern,yes,mh,Atmore_2022
MHER056,clupea_harengus,Bothnia,Kalix,spring,2002,23.30565,65.76593,Atmore_2022,15.485583,kalix_6,modern,yes,mh,Atmore_2022
MHER057,clupea_harengus,Baltic,Blekinge,spring,2010,15.33585,56.11257,Atmore_2022,12.692839,blekinge_4,modern,yes,mh,Atmore_2022
MHER058,clupea_harengus,Baltic,Blekinge,spring,2010,15.33585,56.11257,Atmore_2022,20.206811,blekinge_5,modern,yes,mh,Atmore_2022
MHER059,clupea_harengus,Baltic,Blekinge,spring,2010,15.33585,56.11257,Atmore_2022,11.194399,blekinge_6,modern,yes,mh,Atmore_2022
MHER061,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,17.481650,idefjord_10,modern,yes,mh,Atmore_2022
MHER062,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,12.482574,idefjord_11,modern,yes,mh,Atmore_2022
MHER063,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,8.841986,idefjord_12,modern,yes,mh,Atmore_2022
MHER064,clupea_harengus,Skagerrak_&_Kattegat,Iddefjorden,spring,2010,11.38076,59.07217,Atmore_2022,8.000052,idefjord_13,modern,yes,mh,Atmore_2022
MHER065,clupea_harengus,Skagerrak_&_Kattegat,Risør,spring,2003,9.23274,58.7203,Atmore_2022,13.881659,risor_7,modern,yes,mh,Atmore_2022
MHER066,clupea_harengus,Skagerrak_&_Kattegat,Risør,spring,2003,9.23274,58.7203,Atmore_2022,10.863893,risor_8,modern,yes,mh,Atmore_2022
ND001,clupea_harengus,Skagerrak_&_Kattegat,Gullholmen,UNKNOWN,1750,11.40086,58.18524,current,0.959309,gullholmen_1,sillperioder,yes,17sp,Bohuslansmuseum
ND006,clupea_harengus,Skagerrak_&_Kattegat,Gullholmen,UNKNOWN,1750,11.40086,58.18524,current,0.540317,gullholmen_2,sillperioder,yes,17sp,Bohuslansmuseum
ND009,clupea_harengus,Skagerrak_&_Kattegat,Gullholmen,UNKNOWN,1750,11.40086,58.18524,current,0.068978,gullholmen_3,sillperioder,yes,17sp,Bohuslansmuseum
ND010,clupea_harengus,Skagerrak_&_Kattegat,Gullholmen,UNKNOWN,1750,11.40086,58.18524,current,0.123629,gullholmen_4,sillperioder,yes,17sp,Bohuslansmuseum
ND011,clupea_harengus,Skagerrak_&_Kattegat,Gullholmen,UNKNOWN,1750,11.40086,58.18524,current,1.142912,gullholmen_5,sillperioder,yes,17sp,Bohuslansmuseum
ND021,clupea_harengus,Skagerrak_&_Kattegat,Kalvsund,UNKNOWN,1880,11.68775,57.70265,current,1.992007,kalvsund_1,sillperioder,yes,18sp,Göteborg naturhistoriska
ND022,clupea_harengus,Skagerrak_&_Kattegat,Koster,UNKNOWN,1881,11.02689,58.90114,current,3.369805,koster_1,sillperioder,yes,18sp,Göteborg naturhistoriska
ND023,clupea_harengus,Skagerrak_&_Kattegat,Koster,UNKNOWN,1897,11.02689,58.90114,current,0.939438,koster_2,sillperioder,yes,18sp,Göteborg naturhistoriska
ND024,clupea_harengus,Skagerrak_&_Kattegat,Koster,UNKNOWN,1897,11.02689,58.90114,current,0.734637,koster_3,sillperioder,yes,18sp,Göteborg naturhistoriska
ND026,clupea_harengus,Skagerrak_&_Kattegat,Koster,UNKNOWN,1898,11.02689,58.90114,current,1.101474,koster_4,sillperioder,yes,18sp,Göteborg naturhistoriska
ND028,clupea_harengus,Britain_&_Ireland,Scotland,UNKNOWN,1900,-4.29295,56.61952,current,0.856157,scotland_1,sillperioder,yes,18sp,Göteborg naturhistoriska
ND029,clupea_harengus,Britain_&_Ireland,Scotland,UNKNOWN,1900,-4.29295,56.61952,current,1.541142,scotland_2,sillperioder,yes,18sp,Göteborg naturhistoriska
ND030,clupea_harengus,Norway,Haugesund,UNKNOWN,1900,5.246043,59.4257685,current,2.072631,haugesund_1,sillperioder,yes,18sp,Göteborg naturhistoriska
ND031,clupea_harengus,Norway,Haugesund,UNKNOWN,1900,5.246043,59.4257685,current,1.745016,haugesund_2,sillperioder,yes,18sp,Göteborg naturhistoriska
ND032,clupea_harengus,Baltic,Karlskrona,UNKNOWN,1900,15.5978048,56.155779,current,0.963295,karlskrona_1,sillperioder,no,18sp,Göteborg naturhistoriska
ND034,clupea_harengus,Skagerrak_&_Kattegat,Kalvsund,UNKNOWN,1880,11.68775,57.70265,current,0.530115,kalvsund_2,sillperioder,yes,18sp,Göteborg naturhistoriska
ND036,clupea_harengus,Skagerrak_&_Kattegat,Kalvsund,UNKNOWN,1881,11.68775,57.70265,current,2.071453,kalvsund_3,sillperioder,yes,18sp,Göteborg naturhistoriska
ND038,clupea_harengus,Britain_&_Ireland,Scotland,UNKNOWN,1900,-4.29295,56.61952,current,0.457250,scotland_3,sillperioder,yes,18sp,Göteborg naturhistoriska
ND039,clupea_harengus,Britain_&_Ireland,Scotland,UNKNOWN,1900,-4.29295,56.61952,current,1.208249,scotland_4,sillperioder,yes,18sp,Göteborg naturhistoriska
ND040,clupea_harengus,Norway,Haugesund,UNKNOWN,1900,5.246043,59.4257685,current,0.802547,haugesund_3,sillperioder,yes,18sp,Göteborg naturhistoriska
ND141,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND142,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,1.697049,scotland_5,historical,yes,18rh,BNHM
ND143,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND144,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND145,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND146,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND147,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND148,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND149,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND150,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND151,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND152,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND153,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND154,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND155,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND156,clupea_harengus,Britain_&_Ireland,Firth of Forth,UNKNOWN,1848,-3.2609567,56.0377475,current,NA,NA,NA,no,,BNHM
ND157,clupea_harengus,Britain_&_Ireland,Millport Bay,UNKNOWN,1890,-4.9254889,55.7449326,current,77.791860,scotland_6,sillperioder,yes,18sp,BNHM
ND158,clupea_harengus,Britain_&_Ireland,Campbelltown,UNKNOWN,1890,-5.605374,55.424117,current,16.491886,scotland_7,sillperioder,yes,18sp,BNHM
ND159,clupea_harengus,Britain_&_Ireland,East Coast,UNKNOWN,1902,NA,NA,current,NA,NA,NA,no,,BNHM
ND160,clupea_harengus,Norway,Røvær,UNKNOWN,1881,5.108007,59.4392627,current,NA,NA,NA,no,,Bergen
ND161,clupea_harengus,Norway,Røvær,UNKNOWN,1881,5.108007,59.4392627,current,0.946490,rovaer_1,sillperioder,yes,18sp,Bergen
ND162,clupea_harengus,Norway,Røvær,UNKNOWN,1881,5.108007,59.4392627,current,NA,NA,NA,no,,Bergen
ND163,clupea_harengus,Norway,Bergen,UNKNOWN,UNKNOWN,5.1050624,60.4102617,current,0.893474,bergen_1,historical,yes,18rh,Bergen
ND164,clupea_harengus,Norway,Bergen,UNKNOWN,UNKNOWN,5.1050624,60.4102617,current,0.419199,bergen_2,historical,yes,18rh,Bergen
ND165,clupea_harengus,Norway,Bergen,UNKNOWN,UNKNOWN,5.1050624,60.4102617,current,12.235670,bergen_3,historical,yes,18rh,Bergen
ND166,clupea_harengus,Norway,Bergen,UNKNOWN,UNKNOWN,5.1050624,60.4102617,current,3.399876,bergen_4,historical,yes,18rh,Bergen
ND167,clupea_harengus,Norway,Bergen,UNKNOWN,UNKNOWN,5.1050624,60.4102617,current,2.399473,bergen_5,historical,yes,18rh,Bergen
ND168,clupea_harengus,Norway,Norway,UNKNOWN,UNKNOWN,8.06712,60.33619,current,5.224083,unknown_1,historical,yes,18rh,Bergen
ND169,clupea_harengus,Norway,Norway,UNKNOWN,1870,8.06712,60.33619,current,53.309487,unknown_2,historical,yes,18rh,Bergen
ND170,clupea_harengus,Norway,Norway,UNKNOWN,1870,8.06712,60.33619,current,4.988438,unknown_3,historical,yes,18rh,Bergen
ND171,clupea_harengus,Norway,Norway,UNKNOWN,1870,8.06712,60.33619,current,10.768187,unknown_4,historical,yes,18rh,Bergen
ND172,clupea_harengus,Skagerrak_&_Kattegat,Søndre Distrikt,UNKNOWN,1880,10.7493987,59.8368146,current,NA,NA,NA,no,,Bergen
ND173,clupea_harengus,Skagerrak_&_Kattegat,Søndre Distrikt,UNKNOWN,1880,10.7493987,59.8368146,current,NA,NA,NA,no,,Bergen
ND175,clupea_harengus,Skagerrak_&_Kattegat,Søndre Distrikt,UNKNOWN,1880,10.7493987,59.8368146,current,NA,NA,NA,no,,Bergen
ND176,clupea_harengus,Skagerrak_&_Kattegat,Søndre Distrikt,UNKNOWN,1880,10.7493987,59.8368146,current,NA,NA,NA,no,,Bergen
ND177,clupea_harengus,Skagerrak_&_Kattegat,Søndre Distrikt,UNKNOWN,1880,10.7493987,59.8368146,current,NA,NA,NA,no,,Bergen
ND178,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,3.125150,stavanger_1,sillperioder,yes,18sp,NRM
ND179,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,NA,NA,NA,no,,NRM
ND180,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,3.850708,stavanger_2,sillperioder,yes,18sp,NRM
ND181,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,NA,NA,NA,no,,NRM
ND182,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,2.319303,stavanger_3,sillperioder,yes,18sp,NRM
ND183,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,4.694493,stavanger_4,sillperioder,yes,18sp,NRM
ND184,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,1.659477,stavanger_5,sillperioder,yes,18sp,NRM
ND185,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,NA,NA,NA,no,,NRM
ND186,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,NA,NA,NA,no,,NRM
ND187,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,2.069171,stavanger_6,sillperioder,yes,18sp,NRM
ND188,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,1.521517,stavanger_7,sillperioder,yes,18sp,NRM
ND189,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,NA,NA,NA,no,,NRM
ND190,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,NA,NA,NA,no,,NRM
ND191,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,NA,NA,NA,no,,NRM
ND192,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,NA,NA,NA,no,,NRM
ND193,clupea_harengus,Norway,Stavanger,UNKNOWN,1880,5.5573408,59.0011071,current,NA,NA,NA,no,,NRM
ND194,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,NA,NA,NA,no,,NRM
ND195,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,13.210142,dynekilen_1,historical,yes,18rh,NRM
ND196,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,6.774398,dynekilen_2,historical,yes,18rh,NRM
ND197,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,7.155955,dynekilen_3,historical,yes,18rh,NRM
ND198,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,13.315105,dynekilen_4,historical,yes,18rh,NRM
ND199,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,2.833391,dynekilen_5,historical,yes,18rh,NRM
ND200,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,3.818207,dynekilen_6,historical,yes,18rh,NRM
ND201,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,3.016867,dynekilen_7,historical,yes,18rh,NRM
ND202,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,4.868981,dynekilen_8,historical,yes,18rh,NRM
ND203,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,3.095841,dynekilen_9,historical,yes,18rh,NRM
ND204,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,3.105283,dynekilen_10,historical,yes,18rh,NRM
ND205,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,5.159346,dynekilen_11,historical,yes,18rh,NRM
ND206,clupea_harengus,Skagerrak_&_Kattegat,Dynekilen,UNKNOWN,1874,11.2220227,59.0076925,current,2.764908,dynekilen_12,historical,yes,18rh,NRM
ND207,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND208,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND209,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND210,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND211,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND212,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND213,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND214,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND215,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND216,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND217,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND218,clupea_harengus,Baltic,Skägga Island,UNKNOWN,1881,18.433333,59.416667,current,NA,NA,NA,no,,NRM
ND219,clupea_harengus,Belt,Mölle,UNKNOWN,1882,12.5021241,56.2821904,current,NA,NA,NA,no,,NRM
ND220,clupea_harengus,Belt,Mölle,UNKNOWN,1882,12.5021241,56.2821904,current,NA,NA,NA,no,,NRM
ND221,clupea_harengus,Belt,Mölle,UNKNOWN,1882,12.5021241,56.2821904,current,NA,NA,NA,no,,NRM
ND222,clupea_harengus,Belt,Mölle,UNKNOWN,1882,12.5021241,56.2821904,current,NA,NA,NA,no,,NRM
ND223,clupea_harengus,Belt,Mölle,UNKNOWN,1882,12.5021241,56.2821904,current,NA,NA,NA,no,,NRM
ND224,clupea_harengus,Belt,Mölle,UNKNOWN,1882,12.5021241,56.2821904,current,NA,NA,NA,no,,NRM
ND225,clupea_harengus,Belt,Mölle,UNKNOWN,1882,12.5021241,56.2821904,current,NA,NA,NA,no,,NRM
ND226,clupea_harengus,Belt,Mölle,UNKNOWN,1882,12.5021241,56.2821904,current,NA,NA,NA,no,,NRM
ND227,clupea_harengus,Belt,Mölle,UNKNOWN,1882,12.5021241,56.2821904,current,NA,NA,NA,no,,NRM
ND228,clupea_harengus,Belt,Mölle,UNKNOWN,1882,12.5021241,56.2821904,current,NA,NA,NA,no,,NRM
ND229,clupea_harengus,Belt,Malmö Flintrännan,UNKNOWN,1880,12.8143658,55.5667338,current,NA,NA,NA,no,,NRM
ND230,clupea_harengus,Belt,Malmö Flintrännan,UNKNOWN,1880,12.8143658,55.5667338,current,NA,NA,NA,no,,NRM
ND231,clupea_harengus,Belt,Malmö Flintrännan,UNKNOWN,1880,12.8143658,55.5667338,current,NA,NA,NA,no,,NRM
ND232,clupea_harengus,Belt,Malmö Flintrännan,UNKNOWN,1880,12.8143658,55.5667338,current,NA,NA,NA,no,,NRM
ND233,clupea_harengus,Belt,Malmö Flintrännan,UNKNOWN,1880,12.8143658,55.5667338,current,NA,NA,NA,no,,NRM
ND234,clupea_harengus,Belt,Malmö Flintrännan,UNKNOWN,1880,12.8143658,55.5667338,current,NA,NA,NA,no,,NRM
ND235,clupea_harengus,Belt,Malmö Flintrännan,UNKNOWN,1880,12.8143658,55.5667338,current,NA,NA,NA,no,,NRM
ND236,clupea_harengus,Belt,Malmö Flintrännan,UNKNOWN,1880,12.8143658,55.5667338,current,NA,NA,NA,no,,NRM
ND237,clupea_harengus,Belt,Malmö Flintrännan,UNKNOWN,1880,12.8143658,55.5667338,current,NA,NA,NA,no,,NRM
